go	va
no one knows what has become of her	personne ne sait ce qui lui est arrive
no one speaks that language anymore	personne ne parle plus cette langue
no one speaks this language anymore	personne ne parle plus cette langue
no one speaks this language anymore	plus personne ne parle cette langue
nobody knows what s going to happen	personne ne sait ce qui va survenir
nothing like that will happen again	rien de tel ne se reproduira
open your mouth and close your eyes	ouvre la bouche et ferme les yeux
our parents should be taken care of	on doit s occuper de nos parents
our streets flood when we have rain	nos rues s inondent quand il pleut
please refrain from pushing forward	merci de ne pas pousser
please take more care in the future	veuillez faire plus attention a l avenir
punish the wicked and save the weak	punir les mauvais et sauver les faibles
put the eggs into the boiling water	mettez les ufs dans l eau bouillante
read all the instructions carefully	lisez attentivement toutes les instructions
read all the instructions carefully	lisez attentivement toutes les instructions
sales fell off in the third quarter	les ventes ont baisse au troisieme trimestre
she advised him to give up drinking	elle lui conseilla d arreter de boire
she asked me what had become of him	elle me demanda ce qu il etait devenu
she came back just as i was leaving	elle revint juste au moment ou je partais
she can swim as fast as her brother	elle peut nager aussi vite que son frere
she cooked a special dinner for him	elle cuisina un diner special pour lui
she couldn t hold back her laughter	elle ne put se retenir de rire
she devoted herself to her children	elle se consacrait a ses enfants
she doesn t admit that she is wrong	elle n admet pas etre dans l erreur
she doesn t admit that she is wrong	elle n admet pas qu elle a tort
she excused herself for coming late	elle s excusa pour son retard
she gave an oral report to her boss	elle rendit un rapport oral a son patron
she has a husband and two daughters	elle a un mari et deux filles
she has good control over her class	elle a bien sa classe sous controle
she has traveled all over the globe	elle a voyage sur la planete entiere
she looked him straight in the eyes	elle le regarda droit dans les yeux
she looked more beautiful than ever	elle semblait plus belle que jamais
she moved out of her parents house	elle a demenage de chez ses parents
she must have forgotten the promise	elle a du oublier sa promesse
she put lots of sugar in the coffee	elle mit beaucoup de sucre dans le cafe
she surprised him with a small gift	elle le surprit par un petit cadeau
she talks as if she knew everything	elle parle comme si elle savait tout
she was a bridesmaid at the wedding	elle etait demoiselle d honneur au mariage
she was surprised at his appearance	elle fut surprise par son apparition
she was the first one to notice him	elle a ete la premiere a le remarquer
she went out without saying goodbye	elle sortit sans dire au revoir
should i help tom with his homework	devrais je aider tom avec ses devoirs
some of them have committed suicide	certains parmi eux se sont suicides
some people are difficult to please	certaines personnes sont difficiles a satisfaire
speaking in public makes me nervous	parler en public me rend nerveux
students are supposed to study hard	les etudiants sont censes travailler dur
take the medicine three times a day	prenez le medicament trois fois par jour
take this medicine before each meal	prenez ce medicament avant chaque repas
thank you for inviting me to dinner	merci de m avoir invite a diner
thanks to you i ve lost my appetite	grace a toi j ai perdu mon appetit
that blue dress suits you very well	cette robe bleue te va tres bien
that job is impossible for me to do	il m est impossible de faire ce travail
that job is impossible for me to do	il m est impossible de faire ce boulot
that magazine is aimed at teenagers	ce magazine s adresse aux adolescents
that shouldn t be much of a problem	cela ne devrait pas poser trop de problemes
that university was my first choice	cette universite etait mon premier choix
that s a completely unfounded rumor	c est une rumeur completement infondee
that s not really necessary anymore	ce n est vraiment plus necessaire
that s the problem we have to solve	c est le probleme que nous devons resoudre
the english alphabet has letters	l alphabet anglais compte lettres
the actress was dressed beautifully	l actrice etait elegamment habillee
the address on this parcel is wrong	l adresse sur ce paquet est erronee
the audience exploded with laughter	le public explosa de rire
the author s name is familiar to us	le nom de l auteur nous est familier
the bad weather affected his health	le mauvais temps affecta sa sante
the band starts playing at pm	le groupe commence a jouer a h
the bomb will explode in seconds	la bombe explosera dans dix secondes
the boy was laughed at by everybody	tout le monde se moqua du garcon
the captain controls the whole ship	le capitaine controle tout le navire
the cat crouched down ready to jump	le chat s accroupit pret a bondir
the cat loves playing in the garden	le chat aime jouer dans le jardin
the climate is mild in this country	le climat est doux dans ce pays
the clock on that tower is accurate	l horloge de la tour est precise
the company is in financial trouble	l entreprise connait des difficultes financieres
the company wants to hire people	la societe veut embaucher vingt personnes
the dictionary on the desk is tom s	le dictionnaire sur le bureau est a tom
the doctor cured her of her disease	le medecin la guerit de sa maladie
the doctor cured her of her disease	le medecin la guerit de son mal
the dog next door is always barking	le chien d a cote aboie toujours
the door opened and a man walked in	la porte s ouvrit et un homme entra
the exact same thing happened to me	ca m est arrive a moi aussi
the garden is in front of the house	le jardin est en face de la maison
the holidays came to an end at last	les vacances ont finalement touche a leur fin
the ice was thick enough to walk on	la glace etait assez epaisse pour marcher dessus
the instinct for survival is innate	l instinct de survie est inne
the leaves on trees have turned red	les feuilles des arbres sont devenues rouges
the man was a fountain of knowledge	l homme etait un puits de savoir
the police held back the protesters	la police a contenu les manifestants
